
=== CANONICAL COLLECTION ===
----------------------------------- State 0 -----------------------------------
[ Goal            -> *Program                                     , End ]
[ Expr -> Expr *|| LogAnd , ; ]
[ Expr -> Expr *|| LogAnd , || ]
--------------------------------

------------ State 2 ------------
[ Relation -> Eval *       , ; ]
[ Relation -> Eval *       , || ]
[ Relation -> Eval *       , && ]
[ Relation -> Eval *       , =? ]
[ Relation -> Eval *       , >= ]
[ Relation -> Eval *       , <= ]
[ Relation -> Eval *       , > ]
[ Relation -> Eval *       , < ]
[ Eval     -> Eval *+ Term , ; ]
[ Eval     -> Eval *- Term , ; ]
[ Eval     -> Eval *+ Term , || ]
[ Eval     -> Eval *- Term , || ]
[ Eval     -> Eval *+ Term , && ]
[ Eval     -> Eval *- Term , && ]
[ Eval     -> Eval *+ Term , =? ]
[ Eval     -> Eval *- Term , =? ]
[ Eval     -> Eval *+ Term , >= ]
[ Eval     -> Eval *- Term , >= ]
[ Eval     -> Eval *+ Term , <= ]
[ Eval     -> Eval *- Term , <= ]
[ Eval     -> Eval *+ Term , > ]
[ Eval     -> Eval *- Term , > ]
[ Eval     -> Eval *+ Term , < ]
[ Eval     -> Eval *- Term , < ]
[ Eval     -> Eval *+ Term , + ]
[ Eval     -> Eval *- Term , + ]
[ Eval     -> Eval *+ Term , - ]
[ Eval     -> Eval *- Term , - ]
---------------------------------

------------ State 3 ------------
[ Eval -> Term *           , ; ]
[ Eval -> Term *           , || ]
[ Eval -> Term *           , && ]
[ Eval -> Term *           , =? ]
[ Eval -> Term *           , >= ]
[ Eval -> Term *           , <= ]
[ Eval -> Term *           , > ]
[ Eval -> Term *           , < ]
[ Eval -> Term *           , + ]
[ Eval -> Term *           , - ]
[ Term -> Term ** Negative , ; ]
[ Term -> Term */ Negative , ; ]
[ Term -> Term ** Negative , || ]
[ Term -> Term */ Negative , || ]
[ Term -> Term ** Negative , && ]
[ Term -> Term */ Negative , && ]
[ Term -> Term ** Negative , =? ]
